Seriation_Number	Assemblage	Parkin_Punctated	Barton/Kent/MPI	Painted	Fortune_Noded	Ranch_Incised	Walls_Engraved	Wallace_Incised	Rhodes_Incised	Vernon_Paul_Applique	Hull_Engraved
482	12-O-5	204	156	42	7	8	4	2	1	0	0
482	11-N-1	865	323	59	17	35	0	0	0	4	0

483	13-O-11	35	65	24	0	0	2	0	1	0	1
483	12-O-5	204	156	42	7	8	4	2	1	0	0
483	13-O-5	923	637	42	12	33	27	14	13	5	2

484	13-O-11	35	65	24	0	0	2	0	1	0	1
484	11-N-4	764	470	18	5	9	0	0	0	0	0
484	11-N-9	528	198	13	0	19	0	0	0	0	0

485	13-O-11	35	65	24	0	0	2	0	1	0	1
485	11-N-4	764	470	18	5	9	0	0	0	0	0
485	13-O-10	60	74	79	0	2	8	0	2	0	0

486	13-O-11	35	65	24	0	0	2	0	1	0	1
486	11-N-4	764	470	18	5	9	0	0	0	0	0
486	10-P-1	39	62	46	0	0	0	0	0	0	6

487	13-O-11	35	65	24	0	0	2	0	1	0	1
487	11-N-4	764	470	18	5	9	0	0	0	0	0
487	11-O-10	404	208	6	16	4	0	0	0	0	0

488	13-O-11	35	65	24	0	0	2	0	1	0	1
488	11-N-4	764	470	18	5	9	0	0	0	0	0
488	12-N-3	549	328	77	19	4	0	3	1	2	0

489	13-O-11	35	65	24	0	0	2	0	1	0	1
489	11-N-4	764	470	18	5	9	0	0	0	0	0
489	11-N-1	865	323	59	17	35	0	0	0	4	0

490	13-O-11	35	65	24	0	0	2	0	1	0	1
490	11-N-4	764	470	18	5	9	0	0	0	0	0
490	13-O-5	923	637	42	12	33	27	14	13	5	2

491	13-O-11	35	65	24	0	0	2	0	1	0	1
491	11-N-4	764	470	18	5	9	0	0	0	0	0
491	12-O-5	204	156	42	7	8	4	2	1	0	0

492	13-O-11	35	65	24	0	0	2	0	1	0	1
492	13-N-5	35	11	33	0	0	0	0	0	0	0
492	11-N-9	528	198	13	0	19	0	0	0	0	0

493	13-O-11	35	65	24	0	0	2	0	1	0	1
493	13-N-5	35	11	33	0	0	0	0	0	0	0
493	13-O-10	60	74	79	0	2	8	0	2	0	0

494	13-O-11	35	65	24	0	0	2	0	1	0	1
494	13-N-5	35	11	33	0	0	0	0	0	0	0
494	10-P-1	39	62	46	0	0	0	0	0	0	6

495	13-O-11	35	65	24	0	0	2	0	1	0	1
495	13-N-5	35	11	33	0	0	0	0	0	0	0
495	11-O-10	404	208	6	16	4	0	0	0	0	0

496	13-O-11	35	65	24	0	0	2	0	1	0	1
496	13-N-5	35	11	33	0	0	0	0	0	0	0
496	12-N-3	549	328	77	19	4	0	3	1	2	0

497	13-O-11	35	65	24	0	0	2	0	1	0	1
497	13-N-5	35	11	33	0	0	0	0	0	0	0
497	11-N-1	865	323	59	17	35	0	0	0	4	0

498	13-O-11	35	65	24	0	0	2	0	1	0	1
498	13-N-5	35	11	33	0	0	0	0	0	0	0
498	13-O-5	923	637	42	12	33	27	14	13	5	2

499	13-O-11	35	65	24	0	0	2	0	1	0	1
499	13-N-5	35	11	33	0	0	0	0	0	0	0
499	12-O-5	204	156	42	7	8	4	2	1	0	0

500	13-O-11	35	65	24	0	0	2	0	1	0	1
500	13-N-5	35	11	33	0	0	0	0	0	0	0
500	11-N-4	764	470	18	5	9	0	0	0	0	0

501	13-O-11	35	65	24	0	0	2	0	1	0	1
501	13-N-4	71	67	96	0	3	4	0	0	0	0
501	11-N-9	528	198	13	0	19	0	0	0	0	0

502	13-O-11	35	65	24	0	0	2	0	1	0	1
502	13-N-4	71	67	96	0	3	4	0	0	0	0
502	13-O-10	60	74	79	0	2	8	0	2	0	0

503	13-O-11	35	65	24	0	0	2	0	1	0	1
503	13-N-4	71	67	96	0	3	4	0	0	0	0
503	10-P-1	39	62	46	0	0	0	0	0	0	6

504	13-O-11	35	65	24	0	0	2	0	1	0	1
504	13-N-4	71	67	96	0	3	4	0	0	0	0
504	11-O-10	404	208	6	16	4	0	0	0	0	0

505	13-O-11	35	65	24	0	0	2	0	1	0	1
505	13-N-4	71	67	96	0	3	4	0	0	0	0
505	12-N-3	549	328	77	19	4	0	3	1	2	0

506	13-O-11	35	65	24	0	0	2	0	1	0	1
506	13-N-4	71	67	96	0	3	4	0	0	0	0
506	11-N-1	865	323	59	17	35	0	0	0	4	0

507	13-O-11	35	65	24	0	0	2	0	1	0	1
507	13-N-4	71	67	96	0	3	4	0	0	0	0
507	13-O-5	923	637	42	12	33	27	14	13	5	2

508	13-O-11	35	65	24	0	0	2	0	1	0	1
508	13-N-4	71	67	96	0	3	4	0	0	0	0
508	12-O-5	204	156	42	7	8	4	2	1	0	0

509	13-O-11	35	65	24	0	0	2	0	1	0	1
509	13-N-4	71	67	96	0	3	4	0	0	0	0
509	11-N-4	764	470	18	5	9	0	0	0	0	0

510	13-O-11	35	65	24	0	0	2	0	1	0	1
510	13-N-4	71	67	96	0	3	4	0	0	0	0
510	13-N-5	35	11	33	0	0	0	0	0	0	0

511	13-O-11	35	65	24	0	0	2	0	1	0	1
511	13-P-1	244	40	18	1	16	21	0	14	0	6
511	11-N-9	528	198	13	0	19	0	0	0	0	0

512	13-O-11	35	65	24	0	0	2	0	1	0	1
512	13-P-1	244	40	18	1	16	21	0	14	0	6
512	13-O-10	60	74	79	0	2	8	0	2	0	0

513	13-O-11	35	65	24	0	0	2	0	1	0	1
513	13-P-1	244	40	18	1	16	21	0	14	0	6
513	10-P-1	39	62	46	0	0	0	0	0	0	6

514	13-O-11	35	65	24	0	0	2	0	1	0	1
514	13-P-1	244	40	18	1	16	21	0	14	0	6
514	11-O-10	404	208	6	16	4	0	0	0	0	0

515	13-O-11	35	65	24	0	0	2	0	1	0	1
515	13-P-1	244	40	18	1	16	21	0	14	0	6
515	12-N-3	549	328	77	19	4	0	3	1	2	0

516	13-O-11	35	65	24	0	0	2	0	1	0	1
516	13-P-1	244	40	18	1	16	21	0	14	0	6
516	11-N-1	865	323	59	17	35	0	0	0	4	0

517	13-O-11	35	65	24	0	0	2	0	1	0	1
517	13-P-1	244	40	18	1	16	21	0	14	0	6
517	13-O-5	923	637	42	12	33	27	14	13	5	2

518	13-O-11	35	65	24	0	0	2	0	1	0	1
518	13-P-1	244	40	18	1	16	21	0	14	0	6
518	12-O-5	204	156	42	7	8	4	2	1	0	0

519	13-O-11	35	65	24	0	0	2	0	1	0	1
519	13-P-1	244	40	18	1	16	21	0	14	0	6
519	11-N-4	764	470	18	5	9	0	0	0	0	0

520	13-O-11	35	65	24	0	0	2	0	1	0	1
520	13-P-1	244	40	18	1	16	21	0	14	0	6
520	13-N-5	35	11	33	0	0	0	0	0	0	0

521	13-O-11	35	65	24	0	0	2	0	1	0	1
521	13-P-1	244	40	18	1	16	21	0	14	0	6
521	13-N-4	71	67	96	0	3	4	0	0	0	0

522	13-O-11	35	65	24	0	0	2	0	1	0	1
522	13-O-7	590	498	67	10	21	19	12	8	7	1
522	11-N-9	528	198	13	0	19	0	0	0	0	0

523	13-O-11	35	65	24	0	0	2	0	1	0	1
523	13-O-7	590	498	67	10	21	19	12	8	7	1
523	13-O-10	60	74	79	0	2	8	0	2	0	0

524	13-O-11	35	65	24	0	0	2	0	1	0	1
524	13-O-7	590	498	67	10	21	19	12	8	7	1
524	10-P-1	39	62	46	0	0	0	0	0	0	6

525	13-O-11	35	65	24	0	0	2	0	1	0	1
525	13-O-7	590	498	67	10	21	19	12	8	7	1
525	11-O-10	404	208	6	16	4	0	0	0	0	0

526	13-O-11	35	65	24	0	0	2	0	1	0	1
526	13-O-7	590	498	67	10	21	19	12	8	7	1
526	12-N-3	549	328	77	19	4	0	3	1	2	0

527	13-O-11	35	65	24	0	0	2	0	1	0	1
527	13-O-7	590	498	67	10	21	19	12	8	7	1
527	11-N-1	865	323	59	17	35	0	0	0	4	0

528	13-O-11	35	65	24	0	0	2	0	1	0	1
528	13-O-7	590	498	67	10	21	19	12	8	7	1
528	13-O-5	923	637	42	12	33	27	14	13	5	2

529	13-O-11	35	65	24	0	0	2	0	1	0	1
529	13-O-7	590	498	67	10	21	19	12	8	7	1
529	12-O-5	204	156	42	7	8	4	2	1	0	0

530	13-O-11	35	65	24	0	0	2	0	1	0	1
530	13-O-7	590	498	67	10	21	19	12	8	7	1
530	11-N-4	764	470	18	5	9	0	0	0	0	0

531	13-O-11	35	65	24	0	0	2	0	1	0	1
531	13-O-7	590	498	67	10	21	19	12	8	7	1
531	13-N-5	35	11	33	0	0	0	0	0	0	0

532	13-O-11	35	65	24	0	0	2	0	1	0	1
532	13-O-7	590	498	67	10	21	19	12	8	7	1
532	13-N-4	71	67	96	0	3	4	0	0	0	0

533	13-O-11	35	65	24	0	0	2	0	1	0	1
533	13-O-7	590	498	67	10	21	19	12	8	7	1
533	13-P-1	244	40	18	1	16	21	0	14	0	6

534	13-O-11	35	65	24	0	0	2	0	1	0	1
534	13-P-10	30	15	12	0	12	12	0	7	2	1
534	11-N-9	528	198	13	0	19	0	0	0	0	0

535	13-O-11	35	65	24	0	0	2	0	1	0	1
535	13-P-10	30	15	12	0	12	12	0	7	2	1
535	13-O-10	60	74	79	0	2	8	0	2	0	0

536	13-O-11	35	65	24	0	0	2	0	1	0	1
536	13-P-10	30	15	12	0	12	12	0	7	2	1
536	10-P-1	39	62	46	0	0	0	0	0	0	6

537	13-O-11	35	65	24	0	0	2	0	1	0	1
537	13-P-10	30	15	12	0	12	12	0	7	2	1
537	11-O-10	404	208	6	16	4	0	0	0	0	0

538	13-O-11	35	65	24	0	0	2	0	1	0	1
538	13-P-10	30	15	12	0	12	12	0	7	2	1
538	12-N-3	549	328	77	19	4	0	3	1	2	0

539	13-O-11	35	65	24	0	0	2	0	1	0	1
539	13-P-10	30	15	12	0	12	12	0	7	2	1
539	11-N-1	865	323	59	17	35	0	0	0	4	0

540	13-O-11	35	65	24	0	0	2	0	1	0	1
540	13-P-10	30	15	12	0	12	12	0	7	2	1
540	13-O-5	923	637	42	12	33	27	14	13	5	2

541	13-O-11	35	65	24	0	0	2	0	1	0	1
541	13-P-10	30	15	12	0	12	12	0	7	2	1
541	12-O-5	204	156	42	7	8	4	2	1	0	0

542	13-O-11	35	65	24	0	0	2	0	1	0	1
542	13-P-10	30	15	12	0	12	12	0	7	2	1
542	11-N-4	764	470	18	5	9	0	0	0	0	0

543	13-O-11	35	65	24	0	0	2	0	1	0	1
543	13-P-10	30	15	12	0	12	12	0	7	2	1
543	13-N-5	35	11	33	0	0	0	0	0	0	0

544	13-O-11	35	65	24	0	0	2	0	1	0	1
544	13-P-10	30	15	12	0	12	12	0	7	2	1
544	13-N-4	71	67	96	0	3	4	0	0	0	0

545	13-O-11	35	65	24	0	0	2	0	1	0	1
545	13-P-10	30	15	12	0	12	12	0	7	2	1
545	13-P-1	244	40	18	1	16	21	0	14	0	6

546	13-O-11	35	65	24	0	0	2	0	1	0	1
546	13-P-10	30	15	12	0	12	12	0	7	2	1
546	13-O-7	590	498	67	10	21	19	12	8	7	1

547	13-O-11	35	65	24	0	0	2	0	1	0	1
547	Holden_Lake	27	294	7	24	2	0	2	1	3	0
547	11-N-9	528	198	13	0	19	0	0	0	0	0

548	13-O-11	35	65	24	0	0	2	0	1	0	1
548	Holden_Lake	27	294	7	24	2	0	2	1	3	0
548	13-O-10	60	74	79	0	2	8	0	2	0	0

549	13-O-11	35	65	24	0	0	2	0	1	0	1
549	Holden_Lake	27	294	7	24	2	0	2	1	3	0
549	10-P-1	39	62	46	0	0	0	0	0	0	6

550	13-O-11	35	65	24	0	0	2	0	1	0	1
550	Holden_Lake	27	294	7	24	2	0	2	1	3	0
550	11-O-10	404	208	6	16	4	0	0	0	0	0

551	13-O-11	35	65	24	0	0	2	0	1	0	1
551	Holden_Lake	27	294	7	24	2	0	2	1	3	0
551	12-N-3	549	328	77	19	4	0	3	1	2	0

552	13-O-11	35	65	24	0	0	2	0	1	0	1
552	Holden_Lake	27	294	7	24	2	0	2	1	3	0
552	11-N-1	865	323	59	17	35	0	0	0	4	0

553	13-O-11	35	65	24	0	0	2	0	1	0	1
553	Holden_Lake	27	294	7	24	2	0	2	1	3	0
553	13-O-5	923	637	42	12	33	27	14	13	5	2

554	13-O-11	35	65	24	0	0	2	0	1	0	1
554	Holden_Lake	27	294	7	24	2	0	2	1	3	0
554	12-O-5	204	156	42	7	8	4	2	1	0	0

555	13-O-11	35	65	24	0	0	2	0	1	0	1
555	Holden_Lake	27	294	7	24	2	0	2	1	3	0
555	11-N-4	764	470	18	5	9	0	0	0	0	0

556	13-O-11	35	65	24	0	0	2	0	1	0	1
556	Holden_Lake	27	294	7	24	2	0	2	1	3	0
556	13-N-5	35	11	33	0	0	0	0	0	0	0

557	13-O-11	35	65	24	0	0	2	0	1	0	1
557	Holden_Lake	27	294	7	24	2	0	2	1	3	0
557	13-N-4	71	67	96	0	3	4	0	0	0	0

558	13-O-11	35	65	24	0	0	2	0	1	0	1
558	Holden_Lake	27	294	7	24	2	0	2	1	3	0
558	13-P-1	244	40	18	1	16	21	0	14	0	6

559	13-O-11	35	65	24	0	0	2	0	1	0	1
559	Holden_Lake	27	294	7	24	2	0	2	1	3	0
559	13-O-7	590	498	67	10	21	19	12	8	7	1

560	13-O-11	35	65	24	0	0	2	0	1	0	1
560	Holden_Lake	27	294	7	24	2	0	2	1	3	0
560	13-P-10	30	15	12	0	12	12	0	7	2	1

561	13-N-16	42	56	69	0	1	3	0	0	0	0
561	13-O-10	60	74	79	0	2	8	0	2	0	0
561	11-N-9	528	198	13	0	19	0	0	0	0	0

562	13-N-16	42	56	69	0	1	3	0	0	0	0
562	10-P-1	39	62	46	0	0	0	0	0	0	6
562	11-N-9	528	198	13	0	19	0	0	0	0	0

563	13-N-16	42	56	69	0	1	3	0	0	0	0
563	10-P-1	39	62	46	0	0	0	0	0	0	6
563	13-O-10	60	74	79	0	2	8	0	2	0	0

564	13-N-16	42	56	69	0	1	3	0	0	0	0
564	11-O-10	404	208	6	16	4	0	0	0	0	0
564	11-N-9	528	198	13	0	19	0	0	0	0	0

565	13-N-16	42	56	69	0	1	3	0	0	0	0
565	11-O-10	404	208	6	16	4	0	0	0	0	0
565	13-O-10	60	74	79	0	2	8	0	2	0	0

566	13-N-16	42	56	69	0	1	3	0	0	0	0
566	11-O-10	404	208	6	16	4	0	0	0	0	0
566	10-P-1	39	62	46	0	0	0	0	0	0	6

567	13-N-16	42	56	69	0	1	3	0	0	0	0
567	12-N-3	549	328	77	19	4	0	3	1	2	0
567	11-N-9	528	198	13	0	19	0	0	0	0	0

568	13-N-16	42	56	69	0	1	3	0	0	0	0
568	12-N-3	549	328	77	19	4	0	3	1	2	0
568	13-O-10	60	74	79	0	2	8	0	2	0	0

569	13-N-16	42	56	69	0	1	3	0	0	0	0
569	12-N-3	549	328	77	19	4	0	3	1	2	0
569	10-P-1	39	62	46	0	0	0	0	0	0	6

570	13-N-16	42	56	69	0	1	3	0	0	0	0
570	12-N-3	549	328	77	19	4	0	3	1	2	0
570	11-O-10	404	208	6	16	4	0	0	0	0	0

571	13-N-16	42	56	69	0	1	3	0	0	0	0
571	11-N-1	865	323	59	17	35	0	0	0	4	0
571	11-N-9	528	198	13	0	19	0	0	0	0	0

572	13-N-16	42	56	69	0	1	3	0	0	0	0
572	11-N-1	865	323	59	17	35	0	0	0	4	0
572	13-O-10	60	74	79	0	2	8	0	2	0	0

573	13-N-16	42	56	69	0	1	3	0	0	0	0
573	11-N-1	865	323	59	17	35	0	0	0	4	0
573	10-P-1	39	62	46	0	0	0	0	0	0	6

574	13-N-16	42	56	69	0	1	3	0	0	0	0
574	11-N-1	865	323	59	17	35	0	0	0	4	0
574	11-O-10	404	208	6	16	4	0	0	0	0	0

575	13-N-16	42	56	69	0	1	3	0	0	0	0
575	11-N-1	865	323	59	17	35	0	0	0	4	0
575	12-N-3	549	328	77	19	4	0	3	1	2	0

576	13-N-16	42	56	69	0	1	3	0	0	0	0
576	13-O-5	923	637	42	12	33	27	14	13	5	2
576	11-N-9	528	198	13	0	19	0	0	0	0	0

577	13-N-16	42	56	69	0	1	3	0	0	0	0
577	13-O-5	923	637	42	12	33	27	14	13	5	2
577	13-O-10	60	74	79	0	2	8	0	2	0	0

578	13-N-16	42	56	69	0	1	3	0	0	0	0
578	13-O-5	923	637	42	12	33	27	14	13	5	2
578	10-P-1	39	62	46	0	0	0	0	0	0	6

579	13-N-16	42	56	69	0	1	3	0	0	0	0
579	13-O-5	923	637	42	12	33	27	14	13	5	2
579	11-O-10	404	208	6	16	4	0	0	0	0	0

580	13-N-16	42	56	69	0	1	3	0	0	0	0
580	13-O-5	923	637	42	12	33	27	14	13	5	2
580	12-N-3	549	328	77	19	4	0	3	1	2	0

581	13-N-16	42	56	69	0	1	3	0	0	0	0
581	13-O-5	923	637	42	12	33	27	14	13	5	2
581	11-N-1	865	323	59	17	35	0	0	0	4	0

582	13-N-16	42	56	69	0	1	3	0	0	0	0
582	12-O-5	204	156	42	7	8	4	2	1	0	0
582	11-N-9	528	198	13	0	19	0	0	0	0	0

583	13-N-16	42	56	69	0	1	3	0	0	0	0
583	12-O-5	204	156	42	7	8	4	2	1	0	0
583	13-O-10	60	74	79	0	2	8	0	2	0	0

584	13-N-16	42	56	69	0	1	3	0	0	0	0
584	12-O-5	204	156	42	7	8	4	2	1	0	0
584	10-P-1	39	62	46	0	0	0	0	0	0	6

585	13-N-16	42	56	69	0	1	3	0	0	0	0
585	12-O-5	204	156	42	7	8	4	2	1	0	0
585	11-O-10	404	208	6	16	4	0	0	0	0	0

586	13-N-16	42	56	69	0	1	3	0	0	0	0
586	12-O-5	204	156	42	7	8	4	2	1	0	0
586	12-N-3	549	328	77	19	4	0	3	1	2	0

587	13-N-16	42	56	69	0	1	3	0	0	0	0
587	12-O-5	204	156	42	7	8	4	2	1	0	0
587	11-N-1	865	323	59	17	35	0	0	0	4	0

588	13-N-16	42	56	69	0	1	3	0	0	0	0
588	12-O-5	204	156	42	7	8	4	2	1	0	0
588	13-O-5	923	637	42	12	33	27	14	13	5	2

589	13-N-16	42	56	69	0	1	3	0	0	0	0
589	11-N-4	764	470	18	5	9	0	0	0	0	0
589	11-N-9	528	198	13	0	19	0	0	0	0	0

590	13-N-16	42	56	69	0	1	3	0	0	0	0
590	11-N-4	764	470	18	5	9	0	0	0	0	0
590	13-O-10	60	74	79	0	2	8	0	2	0	0

591	13-N-16	42	56	69	0	1	3	0	0	0	0
591	11-N-4	764	470	18	5	9	0	0	0	0	0
591	10-P-1	39	62	46	0	0	0	0	0	0	6

592	13-N-16	42	56	69	0	1	3	0	0	0	0
592	11-N-4	764	470	18	5	9	0	0	0	0	0
592	11-O-10	404	208	6	16	4	0	0	0	0	0

593	13-N-16	42	56	69	0	1	3	0	0	0	0
593	11-N-4	764	470	18	5	9	0	0	0	0	0
593	12-N-3	549	328	77	19	4	0	3	1	2	0

594	13-N-16	42	56	69	0	1	3	0	0	0	0
594	11-N-4	764	470	18	5	9	0	0	0	0	0
594	11-N-1	865	323	59	17	35	0	0	0	4	0

595	13-N-16	42	56	69	0	1	3	0	0	0	0
595	11-N-4	764	470	18	5	9	0	0	0	0	0
595	13-O-5	923	637	42	12	33	27	14	13	5	2

596	13-N-16	42	56	69	0	1	3	0	0	0	0
596	11-N-4	764	470	18	5	9	0	0	0	0	0
596	12-O-5	204	156	42	7	8	4	2	1	0	0

597	13-N-16	42	56	69	0	1	3	0	0	0	0
597	13-N-5	35	11	33	0	0	0	0	0	0	0
597	11-N-9	528	198	13	0	19	0	0	0	0	0

598	13-N-16	42	56	69	0	1	3	0	0	0	0
598	13-N-5	35	11	33	0	0	0	0	0	0	0
598	13-O-10	60	74	79	0	2	8	0	2	0	0

599	13-N-16	42	56	69	0	1	3	0	0	0	0
599	13-N-5	35	11	33	0	0	0	0	0	0	0
599	10-P-1	39	62	46	0	0	0	0	0	0	6

600	13-N-16	42	56	69	0	1	3	0	0	0	0
600	13-N-5	35	11	33	0	0	0	0	0	0	0
600	11-O-10	404	208	6	16	4	0	0	0	0	0

601	13-N-16	42	56	69	0	1	3	0	0	0	0
601	13-N-5	35	11	33	0	0	0	0	0	0	0
601	12-N-3	549	328	77	19	4	0	3	1	2	0

602	13-N-16	42	56	69	0	1	3	0	0	0	0
602	13-N-5	35	11	33	0	0	0	0	0	0	0
602	11-N-1	865	323	59	17	35	0	0	0	4	0

603	13-N-16	42	56	69	0	1	3	0	0	0	0
603	13-N-5	35	11	33	0	0	0	0	0	0	0
603	13-O-5	923	637	42	12	33	27	14	13	5	2

604	13-N-16	42	56	69	0	1	3	0	0	0	0
604	13-N-5	35	11	33	0	0	0	0	0	0	0
604	12-O-5	204	156	42	7	8	4	2	1	0	0

605	13-N-16	42	56	69	0	1	3	0	0	0	0
605	13-N-5	35	11	33	0	0	0	0	0	0	0
605	11-N-4	764	470	18	5	9	0	0	0	0	0

606	13-N-16	42	56	69	0	1	3	0	0	0	0
606	13-N-4	71	67	96	0	3	4	0	0	0	0
606	11-N-9	528	198	13	0	19	0	0	0	0	0

607	13-N-16	42	56	69	0	1	3	0	0	0	0
607	13-N-4	71	67	96	0	3	4	0	0	0	0
607	13-O-10	60	74	79	0	2	8	0	2	0	0

608	13-N-16	42	56	69	0	1	3	0	0	0	0
608	13-N-4	71	67	96	0	3	4	0	0	0	0
608	10-P-1	39	62	46	0	0	0	0	0	0	6

609	13-N-16	42	56	69	0	1	3	0	0	0	0
609	13-N-4	71	67	96	0	3	4	0	0	0	0
609	11-O-10	404	208	6	16	4	0	0	0	0	0

610	13-N-16	42	56	69	0	1	3	0	0	0	0
610	13-N-4	71	67	96	0	3	4	0	0	0	0
610	12-N-3	549	328	77	19	4	0	3	1	2	0

611	13-N-16	42	56	69	0	1	3	0	0	0	0
611	13-N-4	71	67	96	0	3	4	0	0	0	0
611	11-N-1	865	323	59	17	35	0	0	0	4	0

612	13-N-16	42	56	69	0	1	3	0	0	0	0
612	13-N-4	71	67	96	0	3	4	0	0	0	0
612	13-O-5	923	637	42	12	33	27	14	13	5	2

613	13-N-16	42	56	69	0	1	3	0	0	0	0
613	13-N-4	71	67	96	0	3	4	0	0	0	0
613	12-O-5	204	156	42	7	8	4	2	1	0	0

614	13-N-16	42	56	69	0	1	3	0	0	0	0
614	13-N-4	71	67	96	0	3	4	0	0	0	0
614	11-N-4	764	470	18	5	9	0	0	0	0	0

615	13-N-16	42	56	69	0	1	3	0	0	0	0
615	13-N-4	71	67	96	0	3	4	0	0	0	0
615	13-N-5	35	11	33	0	0	0	0	0	0	0

616	13-N-16	42	56	69	0	1	3	0	0	0	0
616	13-P-1	244	40	18	1	16	21	0	14	0	6
616	11-N-9	528	198	13	0	19	0	0	0	0	0

617	13-N-16	42	56	69	0	1	3	0	0	0	0
617	13-P-1	244	40	18	1	16	21	0	14	0	6
617	13-O-10	60	74	79	0	2	8	0	2	0	0

618	13-N-16	42	56	69	0	1	3	0	0	0	0
618	13-P-1	244	40	18	1	16	21	0	14	0	6
618	10-P-1	39	62	46	0	0	0	0	0	0	6

619	13-N-16	42	56	69	0	1	3	0	0	0	0
619	13-P-1	244	40	18	1	16	21	0	14	0	6
619	11-O-10	404	208	6	16	4	0	0	0	0	0

620	13-N-16	42	56	69	0	1	3	0	0	0	0
620	13-P-1	244	40	18	1	16	21	0	14	0	6
620	12-N-3	549	328	77	19	4	0	3	1	2	0

621	13-N-16	42	56	69	0	1	3	0	0	0	0
621	13-P-1	244	40	18	1	16	21	0	14	0	6
621	11-N-1	865	323	59	17	35	0	0	0	4	0

622	13-N-16	42	56	69	0	1	3	0	0	0	0
622	13-P-1	244	40	18	1	16	21	0	14	0	6
622	13-O-5	923	637	42	12	33	27	14	13	5	2

623	13-N-16	42	56	69	0	1	3	0	0	0	0
623	13-P-1	244	40	18	1	16	21	0	14	0	6
623	12-O-5	204	156	42	7	8	4	2	1	0	0

624	13-N-16	42	56	69	0	1	3	0	0	0	0
624	13-P-1	244	40	18	1	16	21	0	14	0	6
624	11-N-4	764	470	18	5	9	0	0	0	0	0

625	13-N-16	42	56	69	0	1	3	0	0	0	0
625	13-P-1	244	40	18	1	16	21	0	14	0	6
625	13-N-5	35	11	33	0	0	0	0	0	0	0

626	13-N-16	42	56	69	0	1	3	0	0	0	0
626	13-P-1	244	40	18	1	16	21	0	14	0	6
626	13-N-4	71	67	96	0	3	4	0	0	0	0

627	13-N-16	42	56	69	0	1	3	0	0	0	0
627	13-O-7	590	498	67	10	21	19	12	8	7	1
627	11-N-9	528	198	13	0	19	0	0	0	0	0

628	13-N-16	42	56	69	0	1	3	0	0	0	0
628	13-O-7	590	498	67	10	21	19	12	8	7	1
628	13-O-10	60	74	79	0	2	8	0	2	0	0

629	13-N-16	42	56	69	0	1	3	0	0	0	0
629	13-O-7	590	498	67	10	21	19	12	8	7	1
629	10-P-1	39	62	46	0	0	0	0	0	0	6

630	13-N-16	42	56	69	0	1	3	0	0	0	0
630	13-O-7	590	498	67	10	21	19	12	8	7	1
630	11-O-10	404	208	6	16	4	0	0	0	0	0

631	13-N-16	42	56	69	0	1	3	0	0	0	0
631	13-O-7	590	498	67	10	21	19	12	8	7	1
631	12-N-3	549	328	77	19	4	0	3	1	2	0

632	13-N-16	42	56	69	0	1	3	0	0	0	0
632	13-O-7	590	498	67	10	21	19	12	8	7	1
632	11-N-1	865	323	59	17	35	0	0	0	4	0

633	13-N-16	42	56	69	0	1	3	0	0	0	0
633	13-O-7	590	498	67	10	21	19	12	8	7	1
633	13-O-5	923	637	42	12	33	27	14	13	5	2

634	13-N-16	42	56	69	0	1	3	0	0	0	0
634	13-O-7	590	498	67	10	21	19	12	8	7	1
634	12-O-5	204	156	42	7	8	4	2	1	0	0

635	13-N-16	42	56	69	0	1	3	0	0	0	0
635	13-O-7	590	498	67	10	21	19	12	8	7	1
635	11-N-4	764	470	18	5	9	0	0	0	0	0

636	13-N-16	42	56	69	0	1	3	0	0	0	0
636	13-O-7	590	498	67	10	21	19	12	8	7	1
636	13-N-5	35	11	33	0	0	0	0	0	0	0

637	13-N-16	42	56	69	0	1	3	0	0	0	0
637	13-O-7	590	498	67	10	21	19	12	8	7	1
637	13-N-4	71	67	96	0	3	4	0	0	0	0

638	13-N-16	42	56	69	0	1	3	0	0	0	0
638	13-O-7	590	498	67	10	21	19	12	8	7	1
638	13-P-1	244	40	18	1	16	21	0	14	0	6

639	13-N-16	42	56	69	0	1	3	0	0	0	0
639	13-P-10	30	15	12	0	12	12	0	7	2	1
639	11-N-9	528	198	13	0	19	0	0	0	0	0

640	13-N-16	42	56	69	0	1	3	0	0	0	0
640	13-P-10	30	15	12	0	12	12	0	7	2	1
640	13-O-10	60	74	79	0	2	8	0	2	0	0

641	13-N-16	42	56	69	0	1	3	0	0	0	0
641	13-P-10	30	15	12	0	12	12	0	7	2	1
641	10-P-1	39	62	46	0	0	0	0	0	0	6

642	13-N-16	42	56	69	0	1	3	0	0	0	0
642	13-P-10	30	15	12	0	12	12	0	7	2	1
642	11-O-10	404	208	6	16	4	0	0	0	0	0

643	13-N-16	42	56	69	0	1	3	0	0	0	0
643	13-P-10	30	15	12	0	12	12	0	7	2	1
643	12-N-3	549	328	77	19	4	0	3	1	2	0

644	13-N-16	42	56	69	0	1	3	0	0	0	0
644	13-P-10	30	15	12	0	12	12	0	7	2	1
644	11-N-1	865	323	59	17	35	0	0	0	4	0

645	13-N-16	42	56	69	0	1	3	0	0	0	0
